name,series
Gordie,Pokémon Sword/Shield
Hatterene,Pokémon Sword/Shield
Honey (PKMN),Pokémon Sword/Shield
Hop,Pokémon Sword/Shield
I-Pass-on-Dynamaxing Piers,Pokémon Sword/Shield
Kabu,Pokémon Sword/Shield
Klara,Pokémon Sword/Shield
Leon,Pokémon Sword/Shield
Leon's Charizard,Pokémon Sword/Shield
Marnie,Pokémon Sword/Shield
Melony,Pokémon Sword/Shield
Mum,Pokémon Sword/Shield
Mustard,Pokémon Sword/Shield
Nessa,Pokémon Sword/Shield
Oleana,Pokémon Sword/Shield
Opal (PKMN),Pokémon Sword/Shield
Peonia,Pokémon Sword/Shield
Professor Magnolia,Pokémon Sword/Shield
Raihan,Pokémon Sword/Shield
Shielbert,Pokémon Sword/Shield
Sonia,Pokémon Sword/Shield
Sordward,Pokémon Sword/Shield
Spectrier,Pokémon Sword/Shield
Steel Peony,Pokémon Sword/Shield
The Fighting Farmer,Pokémon Sword/Shield
Urshifu,Pokémon Sword/Shield
Victor,Pokémon Sword/Shield
Wooloo,Pokémon Sword/Shield
Yuri (PKMN),Pokémon Sword/Shield
Zacian,Pokémon Sword/Shield
Zamazenta,Pokémon Sword/Shield
Cross (PKMN),Pokémon the Movie: I Choose You!
Cross' Incineroar,Pokémon the Movie: I Choose You!
Sorrel,Pokémon the Movie: I Choose You!
Coco (PKMN),Pokémon the Movie: Secrets of the Jungle
Zarude,Pokémon the Movie: Secrets of the Jungle
Margo (PKMN),Pokémon the Movie: The Power of Us
Risa (PKMN),Pokémon the Movie: The Power of Us
Toren,Pokémon the Movie: The Power of Us
Toren's Lurantis,Pokémon the Movie: The Power of Us
Zeraora,Pokémon the Movie: The Power of Us
Kimia,Pokémon the Movie: Volcanion and the Mechanical Marvel
Shiny Gardevoir,Pokémon the Movie: Volcanion and the Mechanical Marvel
Amoonguss,Pokémon the Series: Black & White
Ash's Boldore,Pokémon the Series: Black & White
Ash's Oshawott,Pokémon the Series: Black & White
Ash's Pignite,Pokémon the Series: Black & White
Ash's Snivy,Pokémon the Series: Black & White
Ash's Unfezant,Pokémon the Series: Black & White
Bisharp,Pokémon the Series: Black & White
Burgundy,Pokémon the Series: Black & White
Cameron (PKMN),Pokémon the Series: Black & White
Cilan's Basculin,Pokémon the Series: Black & White
Cinccinoette,Pokémon the Series: Black & White
Cottonee,Pokémon the Series: Black & White
Crustle,Pokémon the Series: Black & White
Elesa's Tynamo,Pokémon the Series: Black & White
Emolga,Pokémon the Series: Black & White
Excadrill,Pokémon the Series: Black & White
Georgia (PKMN),Pokémon the Series: Black & White
Hydreigon,Pokémon the Series: Black & White
Joltik,Pokémon the Series: Black & White
Katharine's Gothita,Pokémon the Series: Black & White
Krookodile,Pokémon the Series: Black & White
Lampent,Pokémon the Series: Black & White
Leavanny,Pokémon the Series: Black & White
Marra,Pokémon the Series: Black & White
Minccino,Pokémon the Series: Black & White
Nurse Joy's Audino,Pokémon the Series: Black & White
Palpitoad,Pokémon the Series: Black & White
Racca,Pokémon the Series: Black & White
Sawk,Pokémon the Series: Black & White
Scraggy,Pokémon the Series: Black & White
Simipour,Pokémon the Series: Black & White
Solosis,Pokémon the Series: Black & White
Stephan,Pokémon the Series: Black & White
Stephan's Liepard,Pokémon the Series: Black & White
Throh,Pokémon the Series: Black & White
Toby,Pokémon the Series: Black & White
Trip (PKMN),Pokémon the Series: Black & White
Tussy,Pokémon the Series: Black & White
Vanilluxe,Pokémon the Series: Black & White
Whimsicott,Pokémon the Series: Black & White
Ash's Staraptor,Pokémon the Series: Diamond & Pearl
Ash's Torterra,Pokémon the Series: Diamond & Pearl
Brock's Croagunk,Pokémon the Series: Diamond & Pearl
Buizel,Pokémon the Series: Diamond & Pearl
Buneary,Pokémon the Series: Diamond & Pearl
Carnivine,Pokémon the Series: Diamond & Pearl
Chingling,Pokémon the Series: Diamond & Pearl
Conway,Pokémon the Series: Diamond & Pearl
Dawn's Pachirisu,Pokémon the Series: Diamond & Pearl
Dawn's Piplup,Pokémon the Series: Diamond & Pearl
Electabuzz,Pokémon the Series: Diamond & Pearl
Francesca (PKMN),Pokémon the Series: Diamond & Pearl
Glameow,Pokémon the Series: Diamond & Pearl
Gligar,Pokémon the Series: Diamond & Pearl
Infernape,Pokémon the Series: Diamond & Pearl
J (PKMN),Pokémon the Series: Diamond & Pearl
Kirlia,Pokémon the Series: Diamond & Pearl
Leafeon,Pokémon the Series: Diamond & Pearl
Lopunny (DP),Pokémon the Series: Diamond & Pearl
Lumineon,Pokémon the Series: Diamond & Pearl
Mamoswine,Pokémon the Series: Diamond & Pearl
Matori,Pokémon the Series: Diamond & Pearl
Nando (PKMN),Pokémon the Series: Diamond & Pearl
Paul (PKMN),Pokémon the Series: Diamond & Pearl
Paul's Magmortar,Pokémon the Series: Diamond & Pearl
Reggie's Bibarel,Pokémon the Series: Diamond & Pearl
Satoshi no Fukamaru,Pokémon the Series: Diamond & Pearl
Shuckle,Pokémon the Series: Diamond & Pearl
Tobias (PKMN),Pokémon the Series: Diamond & Pearl
Togekiss,Pokémon the Series: Diamond & Pearl
Zoey (PKMN),Pokémon the Series: Diamond & Pearl
Zoey's Gastrodon,Pokémon the Series: Diamond & Pearl
Ash's Larvitar,Pokémon the Series: Gold & Silver
Bellsprout,Pokémon the Series: Gold & Silver
Blissey,Pokémon the Series: Gold & Silver
Casey (PKMN),Pokémon the Series: Gold & Silver
Chikorita,Pokémon the Series: Gold & Silver
Chuck's Machoke,Pokémon the Series: Gold & Silver
Corsola,Pokémon the Series: Gold & Silver
Delibird,Pokémon the Series: Gold & Silver
Forretress,Pokémon the Series: Gold & Silver
Furret,Pokémon the Series: Gold & Silver
Greeny,Pokémon the Series: Gold & Silver
Heracross,Pokémon the Series: Gold & Silver
Houndoom,Pokémon the Series: Gold & Silver
Macy,Pokémon the Series: Gold & Silver
Mareep,Pokémon the Series: Gold & Silver
Miki (PKMN),Pokémon the Series: Gold & Silver
Noctowl,Pokémon the Series: Gold & Silver
Old Man Shuckle's Shiny Shuckle,Pokémon the Series: Gold & Silver
Phanpy,Pokémon the Series: Gold & Silver
Quilava,Pokémon the Series: Gold & Silver
Reddy,Pokémon the Series: Gold & Silver
Skarmory,Pokémon the Series: Gold & Silver
Slowpoke,Pokémon the Series: Gold & Silver
Spinarak,Pokémon the Series: Gold & Silver
Sunkern,Pokémon the Series: Gold & Silver
Totodile,Pokémon the Series: Gold & Silver
Wobbuffet,Pokémon the Series: Gold & Silver
Wooper,Pokémon the Series: Gold & Silver
Aipom,Pokémon the Series: Ruby & Sapphire
Alex's Shroomish,Pokémon the Series: Ruby & Sapphire
Anthony's Swalot,Pokémon the Series: Ruby & Sapphire
Aron,Pokémon the Series: Ruby & Sapphire
Ash's Corphish,Pokémon the Series: Ruby & Sapphire
Ash's Sceptile,Pokémon the Series: Ruby & Sapphire
Ash's Swellow,Pokémon the Series: Ruby & Sapphire
Banette,Pokémon the Series: Ruby & Sapphire
Beautifly,Pokémon the Series: Ruby & Sapphire
Blaziken,Pokémon the Series: Ruby & Sapphire
Cacnea,Pokémon the Series: Ruby & Sapphire
Cacturne,Pokémon the Series: Ruby & Sapphire
Caroline (PKMN),Pokémon the Series: Ruby & Sapphire
Chimecho,Pokémon the Series: Ruby & Sapphire
Drew's Flygon,Pokémon the Series: Ruby & Sapphire
Drew's Masquerain,Pokémon the Series: Ruby & Sapphire
Drew's Roselia,Pokémon the Series: Ruby & Sapphire
Dusclops,Pokémon the Series: Ruby & Sapphire
Golonya,Pokémon the Series: Ruby & Sapphire
Harley (PKMN),Pokémon the Series: Ruby & Sapphire
Janet (PKMN),Pokémon the Series: Ruby & Sapphire
Julie's Numel,Pokémon the Series: Ruby & Sapphire
Keith's Huntail,Pokémon the Series: Ruby & Sapphire
Kelly's Grumpig,Pokémon the Series: Ruby & Sapphire
Lotad,Pokémon the Series: Ruby & Sapphire
Max (PKMN),Pokémon the Series: Ruby & Sapphire
May's Bulbasaur,Pokémon the Series: Ruby & Sapphire
May's Glaceon,Pokémon the Series: Ruby & Sapphire
Metang,Pokémon the Series: Ruby & Sapphire
Mime Jr.,Pokémon the Series: Ruby & Sapphire
Mudkip,Pokémon the Series: Ruby & Sapphire
Munchlax,Pokémon the Series: Ruby & Sapphire
Nancy's Gorebyss,Pokémon the Series: Ruby & Sapphire
Nincada,Pokémon the Series: Ruby & Sapphire
Norman's Slakoth,Pokémon the Series: Ruby & Sapphire
Octillery,Pokémon the Series: Ruby & Sapphire
Robin's Wailmer,Pokémon the Series: Ruby & Sapphire
Seviper,Pokémon the Series: Ruby & Sapphire
Shedinja,Pokémon the Series: Ruby & Sapphire
Shuu (PKMN),Pokémon the Series: Ruby & Sapphire
Skitty,Pokémon the Series: Ruby & Sapphire
Snorunt,Pokémon the Series: Ruby & Sapphire
Solidad,Pokémon the Series: Ruby & Sapphire
Spheal,Pokémon the Series: Ruby & Sapphire
Spinda,Pokémon the Series: Ruby & Sapphire
Sudowoodo,Pokémon the Series: Ruby & Sapphire
Swablu,Pokémon the Series: Ruby & Sapphire
Torkoal,Pokémon the Series: Ruby & Sapphire
Tyson (PKMN),Pokémon the Series: Ruby & Sapphire
Vivian Meridian,Pokémon the Series: Ruby & Sapphire
Alolan Ninetales,Pokémon the Series: Sun & Moon
Ash's Lycanroc,Pokémon the Series: Sun & Moon
Ash's Meltan,Pokémon the Series: Sun & Moon
Ash's Rowlet,Pokémon the Series: Sun & Moon
Bewear That Kicks Team Rocket's Ass,Pokémon the Series: Sun & Moon
Dia's Zeraora,Pokémon the Series: Sun & Moon
Gozu's Aggron,Pokémon the Series: Sun & Moon
James' Mareanie,Pokémon the Series: Sun & Moon
Komala,Pokémon the Series: Sun & Moon
Lana's Brionne,Pokémon the Series: Sun & Moon
Lana's Eevee,Pokémon the Series: Sun & Moon
Litten,Pokémon the Series: Sun & Moon
Midnight Lycanroc,Pokémon the Series: Sun & Moon
Mimikyu,Pokémon the Series: Sun & Moon
Mimo,Pokémon the Series: Sun & Moon
Nurse Joy of Akala Island,Pokémon the Series: Sun & Moon
Oricorio,Pokémon the Series: Sun & Moon
Poipole,Pokémon the Series: Sun & Moon
Rapp,Pokémon the Series: Sun & Moon
Rotom,Pokémon the Series: Sun & Moon
Shiron,Pokémon the Series: Sun & Moon
Shuppet,Pokémon the Series: Sun & Moon
Sima (PKMN),Pokémon the Series: Sun & Moon
Tupp,Pokémon the Series: Sun & Moon
Zipp's Garbodor,Pokémon the Series: Sun & Moon
Aegislash,Pokémon the Series: XY
Alouette's Furfrou,Pokémon the Series: XY
Aria (PKMN),Pokémon the Series: XY
Aria's Delphox,Pokémon the Series: XY
Ash's Hawlucha,Pokémon the Series: XY
Ash's Noivern,Pokémon the Series: XY
Bidoof,Pokémon the Series: XY
Bunnelby,Pokémon the Series: XY
Chespin,Pokémon the Series: XY
Dedenne,Pokémon the Series: XY
Fletchling,Pokémon the Series: XY
Florges,Pokémon the Series: XY
Goodra,Pokémon the Series: XY
Gourgeist,Pokémon the Series: XY
Greninja,Pokémon the Series: XY
Inkay,Pokémon the Series: XY
Luxray,Pokémon the Series: XY
Mawile,Pokémon the Series: XY
Miette,Pokémon the Series: XY
Miette's Slurpuff,Pokémon the Series: XY
Pancham,Pokémon the Series: XY
Sableye,Pokémon the Series: XY
Saizo's Barbaracle,Pokémon the Series: XY
Sawyer (XY),Pokémon the Series: XY
Serena's Braixen,Pokémon the Series: XY
Sylveon,Pokémon the Series: XY
Titus (PKMN),Pokémon the Series: XY
Zygarde,Pokémon the Series: XY
Amy (PTCG),Pokémon Trading Card Game
Hiroko (PTCG),Pokémon Trading Card Game
Imposter Professor Oak,Pokémon Trading Card Game
Mark (PTCG),Pokémon Trading Card Game
Mint (PTCG),Pokémon Trading Card Game
Nikki (PTCG),Pokémon Trading Card Game
Ronald,Pokémon Trading Card Game
Dulse,Pokémon Ultra Sun/Ultra Moon
Golurk,Pokémon Ultra Sun/Ultra Moon
Phyco,Pokémon Ultra Sun/Ultra Moon
Soliera,Pokémon Ultra Sun/Ultra Moon
Zossie,Pokémon Ultra Sun/Ultra Moon
Alexa,Pokémon X/Y
Avalugg,Pokémon X/Y
AZ,Pokémon X/Y
Battle Chatelaine Evelyn,Pokémon X/Y
Battle Chatelaine Nita,Pokémon X/Y
Bonnie (PKMN),Pokémon X/Y
Bryony,Pokémon X/Y
Calem,Pokémon X/Y
Clemont,Pokémon X/Y
Dana (PKMN),Pokémon X/Y
Dexio,Pokémon X/Y
Diancie,Pokémon X/Y
Diantha,Pokémon X/Y
Drasna,Pokémon X/Y
Druddigon,Pokémon X/Y
Emma (PKMN),Pokémon X/Y
Emma's Espurr,Pokémon X/Y
Gardevoir,Pokémon X/Y
Grace (PKMN),Pokémon X/Y
Grant,Pokémon X/Y
Heliolisk,Pokémon X/Y
Hex Maniac,Pokémon X/Y
Hoopa,Pokémon X/Y
Kali (PKMN),Pokémon X/Y
Katherine,Pokémon X/Y
Korrina,Pokémon X/Y
Lysandre,Pokémon X/Y
Malva,Pokémon X/Y
Meowstic,Pokémon X/Y
Mienshao,Pokémon X/Y
Morgan (PKMN),Pokémon X/Y
Olympia (PKMN),Pokémon X/Y
Professor Sycamore,Pokémon X/Y
Ramos,Pokémon X/Y
Ramos's Jumpluff,Pokémon X/Y
Serena,Pokémon X/Y
Shauna,Pokémon X/Y
Siebold,Pokémon X/Y
Sina,Pokémon X/Y
Tierno,Pokémon X/Y
Trevor,Pokémon X/Y
Tyrantrum,Pokémon X/Y
Valerie,Pokémon X/Y
Viola (PKMN),Pokémon X/Y
Viola's Surskit,Pokémon X/Y
Viola's Vivillon,Pokémon X/Y
Volcanion,Pokémon X/Y
Wikstrom,Pokémon X/Y
Wulfric,Pokémon X/Y
Xerneas,Pokémon X/Y
Yveltal,Pokémon X/Y
Chobin,Pokémon XD: Gale of Darkness
Lovrina,Pokémon XD: Gale of Darkness
Michael (PKMN),Pokémon XD: Gale of Darkness
Shadow Lugia,Pokémon XD: Gale of Darkness
Zangoose,Pokémon XD: Gale of Darkness
Zook,Pokémon XD: Gale of Darkness
Ash's Snorlax,Pokémon: Adventures in the Orange Islands
Danny (PKMN),Pokémon: Adventures in the Orange Islands
Drake (OI),Pokémon: Adventures in the Orange Islands
Dugtrio,Pokémon: Adventures in the Orange Islands
Gary's Umbreon,Pokémon: Adventures in the Orange Islands
Kay (PKMN),Pokémon: Adventures in the Orange Islands
Kay's Raichu,Pokémon: Adventures in the Orange Islands
Lapras,Pokémon: Adventures in the Orange Islands
Marill,Pokémon: Adventures in the Orange Islands
Nidoqueen,Pokémon: Adventures in the Orange Islands
Politoed,Pokémon: Adventures in the Orange Islands
Professor Ivy,Pokémon: Adventures in the Orange Islands
Quincy T. Quackenpoker,Pokémon: Adventures in the Orange Islands
Rudy (PKMN),Pokémon: Adventures in the Orange Islands
The Crystal Onix,Pokémon: Adventures in the Orange Islands
Tracey Sketchit,Pokémon: Adventures in the Orange Islands
Tracey's Scyther,Pokémon: Adventures in the Orange Islands
Venonat,Pokémon: Adventures in the Orange Islands
Infi,Pokémon: Giratina and the Sky Warrior
Zero (PKMN),Pokémon: Giratina and the Sky Warrior
Arbok,Pokémon: Indigo League
Ash Ketchum,Pokémon: Indigo League
Ash's Charizard,Pokémon: Indigo League
Ash's Squirtle,Pokémon: Indigo League
Blastoise,Pokémon: Indigo League
Bulbasaur,Pokémon: Indigo League
Butch (PKMN),Pokémon: Indigo League
Butterfree,Pokémon: Indigo League
Cassidy,Pokémon: Indigo League
Chansey,Pokémon: Indigo League
Crab,Pokémon: Indigo League
Crobat,Pokémon: Indigo League
Delia Ketchum,Pokémon: Indigo League
Ditto,Pokémon: Indigo League
Duplica,Pokémon: Indigo League
Electric Soldier Porygon,Pokémon: Indigo League
Gary Oak,Pokémon: Indigo League
Gastly,Pokémon: Indigo League
Giselle (PKMN),Pokémon: Indigo League
Goldeen,Pokémon: Indigo League
Growlie,Pokémon: Indigo League
Haunter,Pokémon: Indigo League
Horsea,Pokémon: Indigo League
James,Pokémon: Indigo League
James' Victreebel,Pokémon: Indigo League
Jessebelle,Pokémon: Indigo League
Jessie,Pokémon: Indigo League
Jigglypuff,Pokémon: Indigo League
Kaz (PKMN),Pokémon: Indigo League
Koduck,Pokémon: Indigo League
Koffing,Pokémon: Indigo League
Lickitung,Pokémon: Indigo League
Magikarp,Pokémon: Indigo League
Meowth,Pokémon: Indigo League
Mr. Mime,Pokémon: Indigo League
Muk,Pokémon: Indigo League
Nurse Joy,Pokémon: Indigo League
Officer Jenny,Pokémon: Indigo League
Persian,Pokémon: Indigo League
Pete Pebbleman,Pokémon: Indigo League
Pidgeotto,Pokémon: Indigo League
Pikachu,Pokémon: Indigo League
Pink Butterfree,Pokémon: Indigo League
Pokémon Narrator,Pokémon: Indigo League
Ponyta,Pokémon: Indigo League
Primeape,Pokémon: Indigo League
Ritchie,Pokémon: Indigo League
Suzie (PKMN),Pokémon: Indigo League
Tauros,Pokémon: Indigo League
The Maiden,Pokémon: Indigo League
Togepi,Pokémon: Indigo League
Tommy (IL),Pokémon: Indigo League
Tommy's Father,Pokémon: Indigo League
Vulpix,Pokémon: Indigo League
Yas,Pokémon: Indigo League
Chase (PKMN),Pokémon: Let's Go!
Eevee,Pokémon: Let's Go!
Elaine (PKMN),Pokémon: Let's Go!
Partner Pikachu,Pokémon: Let's Go!
Trace (PKMN),Pokémon: Let's Go!
Kidd Summers,Pokémon: Lucario and the Mystery of Mew
Lucario,Pokémon: Lucario and the Mystery of Mew
Sir Aaron,Pokémon: Lucario and the Mystery of Mew
Dr. Splash,Pokémon: Magikarp Jump
Protagonist (PMJ),Pokémon: Magikarp Jump
Alain,Pokémon: Mega Evolution Special
Astrid (PKMN),Pokémon: Mega Evolution Special
Mairin,Pokémon: Mega Evolution Special
Mega Absol,Pokémon: Mega Evolution Special
Domino (PKMN),Pokémon: Mewtwo Returns
Feraligatr,Pokémon: The Legend of Thunder
Typhlosion,Pokémon: The Legend of Thunder
Vincent's Meganium,Pokémon: The Legend of Thunder
Lawrence III,Pokémon: The Movie 2000
Melody (PKMN),Pokémon: The Movie 2000
Slowking,Pokémon: The Movie 2000
Corviknight,Pokémon: Twilight Wings
John (PKMN),Pokémon: Twilight Wings
Taxi Driver,Pokémon: Twilight Wings
Tommy (PKMN),Pokémon: Twilight Wings
Zoroark,Pokémon: Zoroark: Master of Illusions
Zorua,Pokémon: Zoroark: Master of Illusions
Tsubomi,Pokétoon
Tsubomi's Mum,Pokétoon
Braixen (PT),Pokkén Tournament
Decidueye,Pokkén Tournament
Gardevoir (PT),Pokkén Tournament
Gengar (PT),Pokkén Tournament
Keith (PT),Pokkén Tournament
Machamp,Pokkén Tournament
Mewtwo (PT),Pokkén Tournament
Nia (PT),Pokkén Tournament
Scizor,Pokkén Tournament
Travis (PT),Pokkén Tournament
Polar (Polar),Polar
Jonathan Ingram,Policenauts
Tony Redwood,Policenauts
King Charles III,Political & Historical Figures
Marcelo Rebelo de Sousa,Political & Historical Figures
Mark Antony,Political & Historical Figures
Octavianus Augustus,Political & Historical Figures
Pierre Elliott Trudeau,Political & Historical Figures
"Prince Philip, Duke of Edinburgh",Political & Historical Figures
Queen Elizabeth II,Political & Historical Figures
Scott Morrison,Political & Historical Figures
Al Gore,Political Figures
Anderson Cooper,Political Figures
Barack Hussein Obama II,Political Figures
Bernie Sanders,Political Figures
Bill Clinton,Political Figures
Cabo Daciolo,Political Figures
Celso Russomanno,Political Figures
Ciro Gomes,Political Figures
Crooked Hillary,Political Figures
Dilma Rousseff,Political Figures
Directeur de la Gaule,Political Figures
Donald Trump,Political Figures
Dubya,Political Figures
Fernando Haddad,Political Figures
Franklin D. Roosevelt,Political Figures
Grover Cleveland,Political Figures
Guilherme Boulos,Political Figures
Henrique Meirelles,Political Figures
Jacques Chirac,Political Figures
Jair Bolsonaro,Political Figures
Jean-Marie Le Pen,Political Figures
Joe Biden,Political Figures
John A. Macdonald,Political Figures
Justin Trudeau,Political Figures
Lula,Political Figures
Mamerto Rojoy,Political Figures
Marine Le Pen,Political Figures
Martin Luther King Jr.,Political Figures
Michel Temer,Political Figures
Mitch McConnell,Political Figures
Natalia Poklonskaya,Political Figures
Ronald Reagan,Political Figures
Tartaruguinha Pescoçuda da Democracia,Political Figures
William Howard Taft,Political Figures
Xi Jinping,Political Figures
Britt Log,Polka
Polka Swilhü,Polka
Hus,Pom Gets Wi-Fi
Pom,Pom Gets Wi-Fi
Shibe,Pom Gets Wi-Fi
Ryuutarou,Pom Poko
Pome,Pome's Yummy Magical Dish
Pompompurin,Pompompurin
Hwang Hyeon-Ui,Pond Snail Robber
Ji Ho,Pond Snail Robber
Kang Do-jin,Pond Snail Robber
Seong-Yeon Seong,Pond Snail Robber
Yurika Mamiya,Ponkotsu Kawaii Mamiya-san: Shanai no Bijin Kouhou ga Tonari no Seki ni Isuwaru Ken
Ponko,Ponkotsu no Ponko
Fujimoto,Ponyo
Granmamare,Ponyo
Ponyo,Ponyo
Risa,Ponyo
Sousuke,Ponyo
Alien,Pop Team Epic
Hellshake Yano,Pop Team Epic
Pipimi,Pop Team Epic
Popuko,Pop Team Epic
Sosogu Hoshifuri,Pop Team Epic
Usagi-san,Pop Team Epic
ALT (PnM),pop'n music
Kagome (PnM),pop'n music
Knit,pop'n music
Lica,pop'n music
LuLu (PnM),pop'n music
Miku (PnM),pop'n music
Milk (PnM),pop'n music
Mimi,pop'n music
Mr. KK,pop'n music
Murmur Twins,pop'n music
MZD,pop'n music
Nia (PnM),pop'n music
Nyami,pop'n music
Ookami-Boy,pop'n music
Pochiko,pop'n music
Purecul Lip,pop'n music
Retsu,pop'n music
Rie-chan,pop'n music
Roku (PnM),pop'n music
Shoko,pop'n music
Toa (PnM),pop'n music
Eepop,Popee the Performer
Kedamono,Popee the Performer
Papi (PtP),Popee the Performer
Popee,Popee the Performer
Popeye the Sailor Man,Popeye
Popful Mail,Popful Mail
Tatt,Popful Mail
Blake the Badger,POPGOES
Popgoes the Weasel,POPGOES
Stone the Crow,POPGOES
Ai (Popotan),Popotan
Mai (Popotan),Popotan
Mii (Popotan),Popotan
Huggy Wuggy,Poppy Playtime
Mommy Long Legs,Poppy Playtime
PJ Pug-A-Pillar,Poppy Playtime
Poppy (PP),Poppy Playtime
Betty Jetty,Poptropica
Binary Bard,Poptropica
Black Widow (Poptropica),Poptropica
Director D,Poptropica
Dr. Hare,Poptropica
Donald Curtis,Porco Rosso
Fio Piccolo,Porco Rosso
Gina,Porco Rosso
Porco Rosso,Porco Rosso
Ayane Shiun,Porkchop 'n Flatscreen
Ninja Girl Mai,Porkchop 'n Flatscreen
Mayuka Tanaka,Porno Sakka Mayuka
Miyako Renjou,Porno Sakka Mayuka
Tatsuo Atsukawa,Porno Sakka Mayuka
Ai Uehara,Pornstars
Aleksandr Pistoletov,Pornstars
Asa Akira,Pornstars
Bailey Jay,Pornstars
Belle Delphine,Pornstars
Hitomi Tanaka,Pornstars
Johnny Sins,Pornstars
KING OF ALL DADDIES,Pornstars
Lisa Ann,Pornstars
Natalie Mars,Pornstars
Sara Jay,Pornstars
Anger Core,Portal
Aperture Science Thing We Don't Know What It Does,Portal
Bean Cube,Portal
Chell,Portal
Curiosity Core,Portal
GLaDOS,Portal
Intelligence Core,Portal
1943 Shower Curtain Salesman of the Year,Portal 2
Atlas,Portal 2
Caroline (Portal),Portal 2
Fact Sphere,Portal 2
Oracle Turret,Portal 2
P-Body,Portal 2
Rick (Portal),Portal 2
Space Core,Portal 2
Wheatley,Portal 2
Companion Cube,Portal 2: Lab Rat
The Rat Man,Portal 2: Lab Rat
AEGIS (PSM),Portal Stories: Mel
Mel (PSM),Portal Stories: Mel
Rainbow Core,Portal Stories: Mel
Virgil (PSM),Portal Stories: Mel
Siena,Portals of Phereon
DJ Potaro,Porter Robinson
Porter Robinson,Porter Robinson
Jang Hee-won,Positively Yours
Kang Doo-joon,Positively Yours
Champ,Postal
The Boss (Postal),Postal
The Postal Dude,Postal
Shtopor,Postal 2: Corkscrew RuLes!
Postman Pat,Postman Pat
Guchuko,Potemayo
Potemayo,Potemayo
The Herbalist,Potion Craft
Charlotte (PM),Potion Maker
Claire (PM),Potion Maker
Daisy (PM),Potion Maker
Demian,Potion Maker
Dolbur,Potion Maker
Kyle (PM),Potion Maker
Luke (PM),Potion Maker
Neet,Potion Maker
Pio (PM),Potion Maker
Piria,Potion Maker
Tia (PM),Potion Maker
Tirami,Potion Maker
Kaoru Nagase,Potion Tanomi de Ikinobimasu!
Roxanne (Potionomics),Potionomics
Pou,Pou
Minhwan,Pounding
Mayu Shinohana,Power of Smile.
Heckyl,Power Rangers Dino Charge
Conner McKnight,Power Rangers Dino Thunder
Kira Ford,Power Rangers Dino Thunder
Trent Fernandez-Mercer,Power Rangers Dino Thunder
Andros,Power Rangers in Space
Ashley Hammond,Power Rangers in Space
Astronema,Power Rangers in Space
Maya (PR),Power Rangers Lost Galaxy
Troy Burrows,Power Rangers Megaforce
Vrak,Power Rangers Megaforce
Blake Bradley,Power Rangers Ninja Storm
Dustin Brooks,Power Rangers Ninja Storm
Green Samurai Ranger,Power Rangers Ninja Storm
Hunter Bradley,Power Rangers Ninja Storm
Tori Hanson,Power Rangers Ninja Storm
Elizabeth Delgado,Power Rangers S.P.D.
Kat Manx,Power Rangers S.P.D.
Antonio Garcia,Power Rangers Samurai
Lauren Shiba,Power Rangers Samurai
Eric Myers,Power Rangers Time Force
Jen Scotts,Power Rangers Time Force
Mastodon Sentry,Power Rangers: Shattered Grid
Ayame (PS),Power Stone
Edward Falcon,Power Stone
Rouge (PS),Power Stone
Emily Locke,Powerless
Chug,Powerup Comics
Dorkwinkle,Powerup Comics
PS2,Powerup Comics
Shadow (PUC),Powerup Comics
Dirtfinder,PowerWash Simulator
Kurobe,Poyopoyo Kansatsu Nikki
Moe Satou,Poyopoyo Kansatsu Nikki
Poyo,Poyopoyo Kansatsu Nikki
Ayane Shirakawa (PP),PP -Pianissimo- Ayatsuri Ningyou no Rinbu
Chika Takanashi,PP -Pianissimo- Ayatsuri Ningyou no Rinbu
Kuon Mikanagi,PP -Pianissimo- Ayatsuri Ningyou no Rinbu
Mikage Tachibana,PP -Pianissimo- Ayatsuri Ningyou no Rinbu
Riho Nirasaki,PP -Pianissimo- Ayatsuri Ningyou no Rinbu
Yuzuha Kudou,PP -Pianissimo- Ayatsuri Ningyou no Rinbu
Lucky Sonoda,PPPPPP
Arcee (PG),Pray Game
Cure Echo,PreCure All Stars New Stage: Mirai no Tomodachi
Alan Dillon,Predator
Billy Sole,Predator
Blain Cooper,Predator
Mac Eliot,Predator
Poncho Ramirez,Predator
Rehzi,Predators of Kilimanjaro
Noriko Mitsukura,Pregnant Angel
Katia Managan,PREQUEL -or- Making A Cat Cry: The Adventure
Rajirra,PREQUEL -or- Making A Cat Cry: The Adventure
Yukino Makihara,President Yukino
Rina Kurimi,Pretty Face
Yuna Kurumi,Pretty Face
Aria Montgomery,Pretty Little Liars
Hanna Marin,Pretty Little Liars
Spencer Hastings,Pretty Little Liars
Pridot,Pretty Pridot
Ageha Mia,Pretty Rhythm Dear My Future
Harune Aira,Pretty Rhythm: Aurora Dream
Jun Takigawa,Pretty Rhythm: Aurora Dream
Kaname Chris,Pretty Rhythm: Aurora Dream
Kanon Toudou,Pretty Rhythm: Aurora Dream
Mion Takamine,Pretty Rhythm: Aurora Dream
Rizumu Amamiya,Pretty Rhythm: Aurora Dream
Serena Jounouchi,Pretty Rhythm: Aurora Dream
Shou (PR),Pretty Rhythm: Aurora Dream
Ann Fukuhara,Pretty Rhythm: Rainbow Live
Ayase Naru,Pretty Rhythm: Rainbow Live
Bell Renjouji,Pretty Rhythm: Rainbow Live
